path,label,mean_lum,std_lum
data\synthetic_frames\good_00772.jpg,Good,127.53,38.89
data\synthetic_frames\poor_00772.jpg,Poor,18.21,15.54
data\synthetic_frames\mixed_00772.jpg,Mixed,62.7,19.17
data\synthetic_frames\good_00773.jpg,Good,127.55,38.87
data\synthetic_frames\poor_00773.jpg,Poor,13.22,10.28
data\synthetic_frames\mixed_00773.jpg,Mixed,63.0,19.41
data\synthetic_frames\good_00774.jpg,Good,127.52,38.95
data\synthetic_frames\poor_00774.jpg,Poor,15.36,11.93
data\synthetic_frames\mixed_00774.jpg,Mixed,80.36,24.66
data\synthetic_frames\good_00775.jpg,Good,127.51,38.98
data\synthetic_frames\poor_00775.jpg,Poor,15.78,11.4
data\synthetic_frames\mixed_00775.jpg,Mixed,67.94,21.03
data\synthetic_frames\good_00776.jpg,Good,127.53,38.93
data\synthetic_frames\poor_00776.jpg,Poor,31.5,9.77
data\synthetic_frames\mixed_00776.jpg,Mixed,88.36,27.23
data\synthetic_frames\good_00777.jpg,Good,127.45,38.88
data\synthetic_frames\poor_00777.jpg,Poor,22.36,20.43
data\synthetic_frames\mixed_00777.jpg,Mixed,75.1,22.93
data\synthetic_frames\good_00778.jpg,Good,127.44,38.82
data\synthetic_frames\poor_00778.jpg,Poor,21.45,15.29
data\synthetic_frames\mixed_00778.jpg,Mixed,80.72,24.71
data\synthetic_frames\good_00779.jpg,Good,127.39,38.84
data\synthetic_frames\poor_00779.jpg,Poor,34.16,10.59
data\synthetic_frames\mixed_00779.jpg,Mixed,75.13,23.15
data\synthetic_frames\good_00780.jpg,Good,127.28,38.93
data\synthetic_frames\poor_00780.jpg,Poor,23.86,17.66
data\synthetic_frames\mixed_00780.jpg,Mixed,65.11,20.17
data\synthetic_frames\good_00781.jpg,Good,127.2,38.92
data\synthetic_frames\poor_00781.jpg,Poor,10.81,9.87
data\synthetic_frames\mixed_00781.jpg,Mixed,73.15,22.41
data\synthetic_frames\good_00782.jpg,Good,127.18,38.94
data\synthetic_frames\poor_00782.jpg,Poor,29.87,9.34
data\synthetic_frames\mixed_00782.jpg,Mixed,72.22,22.23
data\synthetic_frames\good_00783.jpg,Good,127.11,38.93
data\synthetic_frames\poor_00783.jpg,Poor,27.65,19.94
data\synthetic_frames\mixed_00783.jpg,Mixed,77.09,23.75
data\synthetic_frames\good_00784.jpg,Good,127.2,38.9
data\synthetic_frames\poor_00784.jpg,Poor,20.3,14.58
data\synthetic_frames\mixed_00784.jpg,Mixed,72.36,22.37
data\synthetic_frames\good_00785.jpg,Good,127.23,38.87
data\synthetic_frames\poor_00785.jpg,Poor,40.24,12.45
data\synthetic_frames\mixed_00785.jpg,Mixed,79.98,24.47
data\synthetic_frames\good_00786.jpg,Good,127.22,38.85
data\synthetic_frames\poor_00786.jpg,Poor,38.78,12.0
data\synthetic_frames\mixed_00786.jpg,Mixed,62.14,19.1
data\synthetic_frames\good_00787.jpg,Good,125.82,39.93
data\synthetic_frames\poor_00787.jpg,Poor,20.15,12.72
data\synthetic_frames\mixed_00787.jpg,Mixed,85.53,27.01
data\synthetic_frames\good_00788.jpg,Good,126.4,40.15
data\synthetic_frames\poor_00788.jpg,Poor,11.26,8.26
data\synthetic_frames\mixed_00788.jpg,Mixed,62.95,20.36
data\synthetic_frames\good_00789.jpg,Good,126.5,40.14
data\synthetic_frames\poor_00789.jpg,Poor,20.28,16.11
data\synthetic_frames\mixed_00789.jpg,Mixed,84.19,26.61
data\synthetic_frames\good_00790.jpg,Good,125.14,39.74
data\synthetic_frames\poor_00790.jpg,Poor,34.48,11.11
data\synthetic_frames\mixed_00790.jpg,Mixed,70.19,22.69
data\synthetic_frames\good_00791.jpg,Good,124.87,39.63
data\synthetic_frames\poor_00791.jpg,Poor,14.43,10.13
data\synthetic_frames\mixed_00791.jpg,Mixed,56.56,17.88
data\synthetic_frames\good_00792.jpg,Good,125.0,39.62
data\synthetic_frames\poor_00792.jpg,Poor,12.59,10.59
data\synthetic_frames\mixed_00792.jpg,Mixed,77.85,25.18
data\synthetic_frames\good_00793.jpg,Good,125.27,39.5
data\synthetic_frames\poor_00793.jpg,Poor,14.25,10.91
data\synthetic_frames\mixed_00793.jpg,Mixed,71.65,22.42
data\synthetic_frames\good_00794.jpg,Good,125.21,39.47
data\synthetic_frames\poor_00794.jpg,Poor,28.71,9.22
data\synthetic_frames\mixed_00794.jpg,Mixed,56.4,17.7
data\synthetic_frames\good_00795.jpg,Good,125.15,39.46
data\synthetic_frames\poor_00795.jpg,Poor,14.31,10.09
data\synthetic_frames\mixed_00795.jpg,Mixed,70.43,22.65
data\synthetic_frames\good_00796.jpg,Good,124.81,39.52
data\synthetic_frames\poor_00796.jpg,Poor,23.01,7.44
data\synthetic_frames\mixed_00796.jpg,Mixed,85.89,27.01
data\synthetic_frames\good_00797.jpg,Good,124.82,39.48
data\synthetic_frames\poor_00797.jpg,Poor,29.05,9.36
data\synthetic_frames\mixed_00797.jpg,Mixed,72.39,23.02
data\synthetic_frames\good_00798.jpg,Good,124.97,39.48
data\synthetic_frames\poor_00798.jpg,Poor,41.55,13.27
data\synthetic_frames\mixed_00798.jpg,Mixed,64.08,20.13
data\synthetic_frames\good_00799.jpg,Good,125.02,39.49
data\synthetic_frames\poor_00799.jpg,Poor,18.39,13.13
data\synthetic_frames\mixed_00799.jpg,Mixed,81.86,25.69
data\synthetic_frames\good_00800.jpg,Good,124.92,39.47
data\synthetic_frames\poor_00800.jpg,Poor,20.29,17.59
data\synthetic_frames\mixed_00800.jpg,Mixed,67.32,21.14
data\synthetic_frames\good_00801.jpg,Good,124.92,39.49
data\synthetic_frames\poor_00801.jpg,Poor,31.58,10.15
data\synthetic_frames\mixed_00801.jpg,Mixed,74.66,23.74
data\synthetic_frames\good_00802.jpg,Good,124.97,39.5
data\synthetic_frames\poor_00802.jpg,Poor,13.32,9.16
data\synthetic_frames\mixed_00802.jpg,Mixed,59.33,18.9
data\synthetic_frames\good_00803.jpg,Good,124.97,39.47
data\synthetic_frames\poor_00803.jpg,Poor,14.08,9.7
data\synthetic_frames\mixed_00803.jpg,Mixed,78.4,24.58
data\synthetic_frames\good_00804.jpg,Good,124.85,39.49
data\synthetic_frames\poor_00804.jpg,Poor,16.29,12.22
data\synthetic_frames\mixed_00804.jpg,Mixed,58.46,18.63
data\synthetic_frames\good_00805.jpg,Good,124.86,39.47
data\synthetic_frames\poor_00805.jpg,Poor,12.75,10.39
data\synthetic_frames\mixed_00805.jpg,Mixed,60.34,19.0
data\synthetic_frames\good_00806.jpg,Good,124.86,39.44
data\synthetic_frames\poor_00806.jpg,Poor,19.3,18.1
data\synthetic_frames\mixed_00806.jpg,Mixed,78.52,24.62
data\synthetic_frames\good_00807.jpg,Good,124.82,39.41
data\synthetic_frames\poor_00807.jpg,Poor,15.5,12.12
data\synthetic_frames\mixed_00807.jpg,Mixed,85.7,26.87
data\synthetic_frames\good_00808.jpg,Good,124.84,39.44
data\synthetic_frames\poor_00808.jpg,Poor,20.11,15.58
data\synthetic_frames\mixed_00808.jpg,Mixed,73.49,23.69
data\synthetic_frames\good_00809.jpg,Good,124.8,39.41
data\synthetic_frames\poor_00809.jpg,Poor,39.24,12.54
data\synthetic_frames\mixed_00809.jpg,Mixed,59.95,19.35
data\synthetic_frames\good_00810.jpg,Good,124.88,39.33
data\synthetic_frames\poor_00810.jpg,Poor,21.63,15.46
data\synthetic_frames\mixed_00810.jpg,Mixed,80.95,26.0
data\synthetic_frames\good_00811.jpg,Good,124.8,39.38
data\synthetic_frames\poor_00811.jpg,Poor,11.26,9.57
data\synthetic_frames\mixed_00811.jpg,Mixed,81.17,25.44
data\synthetic_frames\good_00812.jpg,Good,124.66,39.36
data\synthetic_frames\poor_00812.jpg,Poor,42.87,13.69
data\synthetic_frames\mixed_00812.jpg,Mixed,77.39,24.93
data\synthetic_frames\good_00813.jpg,Good,124.48,39.26
data\synthetic_frames\poor_00813.jpg,Poor,35.61,11.4
data\synthetic_frames\mixed_00813.jpg,Mixed,66.29,21.06
data\synthetic_frames\good_00814.jpg,Good,124.57,39.29
data\synthetic_frames\poor_00814.jpg,Poor,37.47,11.97
data\synthetic_frames\mixed_00814.jpg,Mixed,83.11,26.03
data\synthetic_frames\good_00815.jpg,Good,124.49,39.3
data\synthetic_frames\poor_00815.jpg,Poor,31.04,9.98
data\synthetic_frames\mixed_00815.jpg,Mixed,86.38,27.37
data\synthetic_frames\good_00816.jpg,Good,124.45,39.28
data\synthetic_frames\poor_00816.jpg,Poor,29.07,9.35
data\synthetic_frames\mixed_00816.jpg,Mixed,70.29,22.05
data\synthetic_frames\good_00817.jpg,Good,124.48,39.3
data\synthetic_frames\poor_00817.jpg,Poor,21.21,16.72
data\synthetic_frames\mixed_00817.jpg,Mixed,87.76,28.25
data\synthetic_frames\good_00818.jpg,Good,123.72,38.67
data\synthetic_frames\poor_00818.jpg,Poor,22.22,7.14
data\synthetic_frames\mixed_00818.jpg,Mixed,59.46,18.45
data\synthetic_frames\good_00819.jpg,Good,123.66,38.65
data\synthetic_frames\poor_00819.jpg,Poor,23.85,18.03
data\synthetic_frames\mixed_00819.jpg,Mixed,79.9,24.78
data\synthetic_frames\good_00820.jpg,Good,123.62,38.66
data\synthetic_frames\poor_00820.jpg,Poor,13.74,10.96
data\synthetic_frames\mixed_00820.jpg,Mixed,77.35,24.31
data\synthetic_frames\good_00821.jpg,Good,123.6,38.63
data\synthetic_frames\poor_00821.jpg,Poor,15.81,14.86
data\synthetic_frames\mixed_00821.jpg,Mixed,78.33,24.27
data\synthetic_frames\good_00822.jpg,Good,124.28,39.2
data\synthetic_frames\poor_00822.jpg,Poor,20.91,6.76
data\synthetic_frames\mixed_00822.jpg,Mixed,69.82,22.45
data\synthetic_frames\good_00823.jpg,Good,124.94,39.43
data\synthetic_frames\poor_00823.jpg,Poor,41.91,13.4
data\synthetic_frames\mixed_00823.jpg,Mixed,85.21,27.4
data\synthetic_frames\good_00824.jpg,Good,124.97,39.45
data\synthetic_frames\poor_00824.jpg,Poor,12.57,9.98
data\synthetic_frames\mixed_00824.jpg,Mixed,72.77,23.1
data\synthetic_frames\good_00825.jpg,Good,125.07,39.48
data\synthetic_frames\poor_00825.jpg,Poor,11.75,10.9
data\synthetic_frames\mixed_00825.jpg,Mixed,88.42,28.43
data\synthetic_frames\good_00826.jpg,Good,124.91,39.44
data\synthetic_frames\poor_00826.jpg,Poor,11.17,8.2
data\synthetic_frames\mixed_00826.jpg,Mixed,60.33,18.98
data\synthetic_frames\good_00827.jpg,Good,124.67,39.36
data\synthetic_frames\poor_00827.jpg,Poor,10.31,8.17
data\synthetic_frames\mixed_00827.jpg,Mixed,72.45,23.0
data\synthetic_frames\good_00828.jpg,Good,124.58,39.3
data\synthetic_frames\poor_00828.jpg,Poor,22.43,15.32
data\synthetic_frames\mixed_00828.jpg,Mixed,78.77,24.69
data\synthetic_frames\good_00829.jpg,Good,124.24,39.26
data\synthetic_frames\poor_00829.jpg,Poor,34.84,11.18
data\synthetic_frames\mixed_00829.jpg,Mixed,83.56,26.24
data\synthetic_frames\good_00830.jpg,Good,123.96,39.2
data\synthetic_frames\poor_00830.jpg,Poor,38.19,12.24
data\synthetic_frames\mixed_00830.jpg,Mixed,79.04,25.1
data\synthetic_frames\good_00831.jpg,Good,123.8,39.16
data\synthetic_frames\poor_00831.jpg,Poor,11.7,8.31
data\synthetic_frames\mixed_00831.jpg,Mixed,78.76,25.01
data\synthetic_frames\good_00832.jpg,Good,123.62,39.11
data\synthetic_frames\poor_00832.jpg,Poor,18.64,11.91
data\synthetic_frames\mixed_00832.jpg,Mixed,55.58,17.53
data\synthetic_frames\good_00833.jpg,Good,123.55,39.16
data\synthetic_frames\poor_00833.jpg,Poor,23.56,22.34
data\synthetic_frames\mixed_00833.jpg,Mixed,81.72,26.37
data\synthetic_frames\good_00834.jpg,Good,123.62,39.26
data\synthetic_frames\poor_00834.jpg,Poor,17.04,12.17
data\synthetic_frames\mixed_00834.jpg,Mixed,58.0,18.54
data\synthetic_frames\good_00835.jpg,Good,124.01,39.32
data\synthetic_frames\poor_00835.jpg,Poor,21.21,6.83
data\synthetic_frames\mixed_00835.jpg,Mixed,64.06,20.69
data\synthetic_frames\good_00836.jpg,Good,124.14,39.21
data\synthetic_frames\poor_00836.jpg,Poor,21.74,17.27
data\synthetic_frames\mixed_00836.jpg,Mixed,73.03,23.47
data\synthetic_frames\good_00837.jpg,Good,123.98,39.26
data\synthetic_frames\poor_00837.jpg,Poor,38.65,12.39
data\synthetic_frames\mixed_00837.jpg,Mixed,59.74,18.89
data\synthetic_frames\good_00838.jpg,Good,123.83,39.19
data\synthetic_frames\poor_00838.jpg,Poor,19.19,14.34
data\synthetic_frames\mixed_00838.jpg,Mixed,69.36,21.87
data\synthetic_frames\good_00839.jpg,Good,123.91,39.18
data\synthetic_frames\poor_00839.jpg,Poor,15.13,11.66
data\synthetic_frames\mixed_00839.jpg,Mixed,73.4,23.64
data\synthetic_frames\good_00840.jpg,Good,124.07,39.22
data\synthetic_frames\poor_00840.jpg,Poor,18.1,12.19
data\synthetic_frames\mixed_00840.jpg,Mixed,71.26,22.66
data\synthetic_frames\good_00841.jpg,Good,124.08,39.21
data\synthetic_frames\poor_00841.jpg,Poor,11.55,8.64
data\synthetic_frames\mixed_00841.jpg,Mixed,63.44,20.19
data\synthetic_frames\good_00842.jpg,Good,124.15,39.18
data\synthetic_frames\poor_00842.jpg,Poor,20.55,14.34
data\synthetic_frames\mixed_00842.jpg,Mixed,79.62,25.0
data\synthetic_frames\good_00843.jpg,Good,124.29,39.2
data\synthetic_frames\poor_00843.jpg,Poor,16.92,11.68
data\synthetic_frames\mixed_00843.jpg,Mixed,61.3,19.32
data\synthetic_frames\good_00844.jpg,Good,124.2,39.22
data\synthetic_frames\poor_00844.jpg,Poor,19.61,16.39
data\synthetic_frames\mixed_00844.jpg,Mixed,60.65,19.54
data\synthetic_frames\good_00845.jpg,Good,124.32,39.23
data\synthetic_frames\poor_00845.jpg,Poor,30.84,9.9
data\synthetic_frames\mixed_00845.jpg,Mixed,56.44,17.97
data\synthetic_frames\good_00846.jpg,Good,124.52,39.28
data\synthetic_frames\poor_00846.jpg,Poor,22.66,7.27
data\synthetic_frames\mixed_00846.jpg,Mixed,63.12,19.83
data\synthetic_frames\good_00847.jpg,Good,124.51,39.24
data\synthetic_frames\poor_00847.jpg,Poor,30.47,9.81
data\synthetic_frames\mixed_00847.jpg,Mixed,63.66,20.21
data\synthetic_frames\good_00848.jpg,Good,124.56,39.27
data\synthetic_frames\poor_00848.jpg,Poor,42.51,13.55
data\synthetic_frames\mixed_00848.jpg,Mixed,77.22,24.45
data\synthetic_frames\good_00849.jpg,Good,124.79,39.35
data\synthetic_frames\poor_00849.jpg,Poor,18.71,16.17
data\synthetic_frames\mixed_00849.jpg,Mixed,79.22,25.43
data\synthetic_frames\good_00850.jpg,Good,124.92,39.35
data\synthetic_frames\poor_00850.jpg,Poor,22.33,18.76
data\synthetic_frames\mixed_00850.jpg,Mixed,86.18,27.64
data\synthetic_frames\good_00851.jpg,Good,125.04,39.41
data\synthetic_frames\poor_00851.jpg,Poor,25.42,8.15
data\synthetic_frames\mixed_00851.jpg,Mixed,73.01,23.16
data\synthetic_frames\good_00852.jpg,Good,125.18,39.48
data\synthetic_frames\poor_00852.jpg,Poor,23.6,15.73
data\synthetic_frames\mixed_00852.jpg,Mixed,74.72,23.47
data\synthetic_frames\good_00853.jpg,Good,124.35,39.37
data\synthetic_frames\poor_00853.jpg,Poor,19.53,6.28
data\synthetic_frames\mixed_00853.jpg,Mixed,58.61,18.94
data\synthetic_frames\good_00854.jpg,Good,123.9,39.29
data\synthetic_frames\poor_00854.jpg,Poor,18.94,14.59
data\synthetic_frames\mixed_00854.jpg,Mixed,63.7,20.34
data\synthetic_frames\good_00855.jpg,Good,124.03,39.35
data\synthetic_frames\poor_00855.jpg,Poor,38.51,12.36
data\synthetic_frames\mixed_00855.jpg,Mixed,58.47,18.68
data\synthetic_frames\good_00856.jpg,Good,124.19,39.29
data\synthetic_frames\poor_00856.jpg,Poor,39.88,12.74
data\synthetic_frames\mixed_00856.jpg,Mixed,84.19,27.14
data\synthetic_frames\good_00857.jpg,Good,124.39,39.3
data\synthetic_frames\poor_00857.jpg,Poor,25.88,21.24
data\synthetic_frames\mixed_00857.jpg,Mixed,81.56,25.91
data\synthetic_frames\good_00858.jpg,Good,124.35,39.2
data\synthetic_frames\poor_00858.jpg,Poor,14.7,9.22
data\synthetic_frames\mixed_00858.jpg,Mixed,74.84,23.45
data\synthetic_frames\good_00859.jpg,Good,124.4,39.12
data\synthetic_frames\poor_00859.jpg,Poor,14.69,12.34
data\synthetic_frames\mixed_00859.jpg,Mixed,56.78,18.25
data\synthetic_frames\good_00860.jpg,Good,124.4,39.13
data\synthetic_frames\poor_00860.jpg,Poor,18.46,5.93
data\synthetic_frames\mixed_00860.jpg,Mixed,73.69,23.02
data\synthetic_frames\good_00861.jpg,Good,124.38,39.15
data\synthetic_frames\poor_00861.jpg,Poor,27.27,8.77
data\synthetic_frames\mixed_00861.jpg,Mixed,73.07,23.45
data\synthetic_frames\good_00862.jpg,Good,124.25,39.15
data\synthetic_frames\poor_00862.jpg,Poor,24.53,7.9
data\synthetic_frames\mixed_00862.jpg,Mixed,62.28,19.52
data\synthetic_frames\good_00863.jpg,Good,124.3,39.14
data\synthetic_frames\poor_00863.jpg,Poor,35.27,11.27
data\synthetic_frames\mixed_00863.jpg,Mixed,84.97,26.58
data\synthetic_frames\good_00864.jpg,Good,124.38,39.11
data\synthetic_frames\poor_00864.jpg,Poor,18.14,13.75
data\synthetic_frames\mixed_00864.jpg,Mixed,58.83,18.42
data\synthetic_frames\good_00865.jpg,Good,124.31,39.09
data\synthetic_frames\poor_00865.jpg,Poor,37.1,11.82
data\synthetic_frames\mixed_00865.jpg,Mixed,80.73,25.53
data\synthetic_frames\good_00866.jpg,Good,124.29,39.09
data\synthetic_frames\poor_00866.jpg,Poor,11.37,7.58
data\synthetic_frames\mixed_00866.jpg,Mixed,77.22,24.39
data\synthetic_frames\good_00867.jpg,Good,124.29,39.07
data\synthetic_frames\poor_00867.jpg,Poor,20.37,16.99
data\synthetic_frames\mixed_00867.jpg,Mixed,82.18,26.01
data\synthetic_frames\good_00868.jpg,Good,124.62,38.95
data\synthetic_frames\poor_00868.jpg,Poor,24.93,7.97
data\synthetic_frames\mixed_00868.jpg,Mixed,71.81,22.57
data\synthetic_frames\good_00869.jpg,Good,124.61,38.99
data\synthetic_frames\poor_00869.jpg,Poor,24.3,7.81
data\synthetic_frames\mixed_00869.jpg,Mixed,79.55,25.01
data\synthetic_frames\good_00870.jpg,Good,124.5,39.08
data\synthetic_frames\poor_00870.jpg,Poor,19.46,16.13
data\synthetic_frames\mixed_00870.jpg,Mixed,78.61,25.14
data\synthetic_frames\good_00871.jpg,Good,124.35,39.08
data\synthetic_frames\poor_00871.jpg,Poor,15.4,11.25
data\synthetic_frames\mixed_00871.jpg,Mixed,77.11,24.35
data\synthetic_frames\good_00872.jpg,Good,124.26,39.1
data\synthetic_frames\poor_00872.jpg,Poor,18.96,12.84
data\synthetic_frames\mixed_00872.jpg,Mixed,56.75,17.99
data\synthetic_frames\good_00873.jpg,Good,124.14,39.04
data\synthetic_frames\poor_00873.jpg,Poor,26.58,8.56
data\synthetic_frames\mixed_00873.jpg,Mixed,67.79,21.2
data\synthetic_frames\good_00874.jpg,Good,124.09,39.06
data\synthetic_frames\poor_00874.jpg,Poor,27.69,8.91
data\synthetic_frames\mixed_00874.jpg,Mixed,76.36,23.89
data\synthetic_frames\good_00875.jpg,Good,124.08,39.06
data\synthetic_frames\poor_00875.jpg,Poor,20.75,16.7
data\synthetic_frames\mixed_00875.jpg,Mixed,64.39,20.39
data\synthetic_frames\good_00876.jpg,Good,124.0,39.03
data\synthetic_frames\poor_00876.jpg,Poor,22.8,17.68
data\synthetic_frames\mixed_00876.jpg,Mixed,70.21,21.98
data\synthetic_frames\good_00877.jpg,Good,124.02,39.03
data\synthetic_frames\poor_00877.jpg,Poor,14.39,9.73
data\synthetic_frames\mixed_00877.jpg,Mixed,77.06,24.34
data\synthetic_frames\good_00878.jpg,Good,124.0,39.06
data\synthetic_frames\poor_00878.jpg,Poor,30.26,9.71
data\synthetic_frames\mixed_00878.jpg,Mixed,78.28,24.49
data\synthetic_frames\good_00879.jpg,Good,123.96,39.03
data\synthetic_frames\poor_00879.jpg,Poor,38.29,12.21
data\synthetic_frames\mixed_00879.jpg,Mixed,59.94,19.26
data\synthetic_frames\good_00880.jpg,Good,124.06,39.06
data\synthetic_frames\poor_00880.jpg,Poor,10.51,8.4
data\synthetic_frames\mixed_00880.jpg,Mixed,71.96,22.78
data\synthetic_frames\good_00881.jpg,Good,124.32,39.04
data\synthetic_frames\poor_00881.jpg,Poor,13.74,9.79
data\synthetic_frames\mixed_00881.jpg,Mixed,84.21,26.99
data\synthetic_frames\good_00882.jpg,Good,124.24,39.01
data\synthetic_frames\poor_00882.jpg,Poor,12.09,9.36
data\synthetic_frames\mixed_00882.jpg,Mixed,72.78,22.98
data\synthetic_frames\good_00883.jpg,Good,124.21,39.07
data\synthetic_frames\poor_00883.jpg,Poor,20.06,16.33
data\synthetic_frames\mixed_00883.jpg,Mixed,65.66,20.79
data\synthetic_frames\good_00884.jpg,Good,124.2,39.05
data\synthetic_frames\poor_00884.jpg,Poor,22.58,16.28
data\synthetic_frames\mixed_00884.jpg,Mixed,71.09,22.22
data\synthetic_frames\good_00885.jpg,Good,124.1,39.04
data\synthetic_frames\poor_00885.jpg,Poor,34.35,10.96
data\synthetic_frames\mixed_00885.jpg,Mixed,66.91,21.18
data\synthetic_frames\good_00886.jpg,Good,124.08,39.08
data\synthetic_frames\poor_00886.jpg,Poor,15.65,10.65
data\synthetic_frames\mixed_00886.jpg,Mixed,69.64,21.82
data\synthetic_frames\good_00887.jpg,Good,124.0,39.05
data\synthetic_frames\poor_00887.jpg,Poor,11.33,8.82
data\synthetic_frames\mixed_00887.jpg,Mixed,86.72,27.82
data\synthetic_frames\good_00888.jpg,Good,124.02,39.14
data\synthetic_frames\poor_00888.jpg,Poor,23.19,7.46
data\synthetic_frames\mixed_00888.jpg,Mixed,82.31,25.79
data\synthetic_frames\good_00889.jpg,Good,124.21,39.13
data\synthetic_frames\poor_00889.jpg,Poor,31.22,10.0
data\synthetic_frames\mixed_00889.jpg,Mixed,70.09,22.21
data\synthetic_frames\good_00890.jpg,Good,135.59,39.58
data\synthetic_frames\poor_00890.jpg,Poor,29.31,8.73
data\synthetic_frames\mixed_00890.jpg,Mixed,88.77,27.16
data\synthetic_frames\good_00891.jpg,Good,135.7,39.61
data\synthetic_frames\poor_00891.jpg,Poor,30.87,9.2
data\synthetic_frames\mixed_00891.jpg,Mixed,67.37,20.69
data\synthetic_frames\good_00892.jpg,Good,135.94,39.75
data\synthetic_frames\poor_00892.jpg,Poor,39.14,11.61
data\synthetic_frames\mixed_00892.jpg,Mixed,93.43,26.67
data\synthetic_frames\good_00893.jpg,Good,135.77,39.93
data\synthetic_frames\poor_00893.jpg,Poor,13.44,11.73
data\synthetic_frames\mixed_00893.jpg,Mixed,82.72,25.47
data\synthetic_frames\good_00894.jpg,Good,135.56,39.81
data\synthetic_frames\poor_00894.jpg,Poor,24.29,7.26
data\synthetic_frames\mixed_00894.jpg,Mixed,70.99,21.86
data\synthetic_frames\good_00895.jpg,Good,136.05,39.7
data\synthetic_frames\poor_00895.jpg,Poor,24.61,7.32
data\synthetic_frames\mixed_00895.jpg,Mixed,74.31,21.2
data\synthetic_frames\good_00896.jpg,Good,136.35,39.93
data\synthetic_frames\poor_00896.jpg,Poor,20.8,18.02
data\synthetic_frames\mixed_00896.jpg,Mixed,66.03,19.56
data\synthetic_frames\good_00897.jpg,Good,136.25,39.96
data\synthetic_frames\poor_00897.jpg,Poor,18.39,13.31
data\synthetic_frames\mixed_00897.jpg,Mixed,68.76,20.35
data\synthetic_frames\good_00898.jpg,Good,136.23,39.8
data\synthetic_frames\poor_00898.jpg,Poor,22.52,17.26
data\synthetic_frames\mixed_00898.jpg,Mixed,64.16,18.93
data\synthetic_frames\good_00899.jpg,Good,136.17,39.8
data\synthetic_frames\poor_00899.jpg,Poor,18.64,17.47
data\synthetic_frames\mixed_00899.jpg,Mixed,82.24,25.16
data\synthetic_frames\good_00900.jpg,Good,136.26,39.89
data\synthetic_frames\poor_00900.jpg,Poor,25.54,7.62
data\synthetic_frames\mixed_00900.jpg,Mixed,86.08,24.62
data\synthetic_frames\good_00901.jpg,Good,136.08,39.75
data\synthetic_frames\poor_00901.jpg,Poor,18.47,14.59
data\synthetic_frames\mixed_00901.jpg,Mixed,64.82,18.5
data\synthetic_frames\good_00902.jpg,Good,135.89,39.69
data\synthetic_frames\poor_00902.jpg,Poor,25.47,7.58
data\synthetic_frames\mixed_00902.jpg,Mixed,87.7,26.81
data\synthetic_frames\good_00903.jpg,Good,136.11,39.86
data\synthetic_frames\poor_00903.jpg,Poor,25.71,20.46
data\synthetic_frames\mixed_00903.jpg,Mixed,76.61,23.5
data\synthetic_frames\good_00904.jpg,Good,135.98,39.91
data\synthetic_frames\poor_00904.jpg,Poor,23.06,20.14
data\synthetic_frames\mixed_00904.jpg,Mixed,63.31,18.74
data\synthetic_frames\good_00905.jpg,Good,135.85,39.82
data\synthetic_frames\poor_00905.jpg,Poor,18.62,16.61
data\synthetic_frames\mixed_00905.jpg,Mixed,77.33,22.87
data\synthetic_frames\good_00906.jpg,Good,135.8,39.91
data\synthetic_frames\poor_00906.jpg,Poor,38.39,11.44
data\synthetic_frames\mixed_00906.jpg,Mixed,69.22,19.95
data\synthetic_frames\good_00907.jpg,Good,136.07,39.98
data\synthetic_frames\poor_00907.jpg,Poor,36.71,10.98
data\synthetic_frames\mixed_00907.jpg,Mixed,74.7,21.46
data\synthetic_frames\good_00908.jpg,Good,136.0,39.79
data\synthetic_frames\poor_00908.jpg,Poor,25.68,23.77
data\synthetic_frames\mixed_00908.jpg,Mixed,74.6,22.0
data\synthetic_frames\good_00909.jpg,Good,136.01,39.85
data\synthetic_frames\poor_00909.jpg,Poor,19.42,14.03
data\synthetic_frames\mixed_00909.jpg,Mixed,88.23,27.04
data\synthetic_frames\good_00910.jpg,Good,136.56,39.94
data\synthetic_frames\poor_00910.jpg,Poor,46.52,13.75
data\synthetic_frames\mixed_00910.jpg,Mixed,75.51,21.6
data\synthetic_frames\good_00911.jpg,Good,136.22,39.85
data\synthetic_frames\poor_00911.jpg,Poor,22.66,6.76
data\synthetic_frames\mixed_00911.jpg,Mixed,92.85,26.53
data\synthetic_frames\good_00912.jpg,Good,136.01,39.71
data\synthetic_frames\poor_00912.jpg,Poor,32.0,9.54
data\synthetic_frames\mixed_00912.jpg,Mixed,68.01,20.85
data\synthetic_frames\good_00913.jpg,Good,136.21,39.92
data\synthetic_frames\poor_00913.jpg,Poor,20.35,18.57
data\synthetic_frames\mixed_00913.jpg,Mixed,77.79,22.98
data\synthetic_frames\good_00914.jpg,Good,136.11,39.91
data\synthetic_frames\poor_00914.jpg,Poor,22.6,14.3
data\synthetic_frames\mixed_00914.jpg,Mixed,84.38,25.92
data\synthetic_frames\good_00915.jpg,Good,135.91,39.78
data\synthetic_frames\poor_00915.jpg,Poor,20.06,6.11
data\synthetic_frames\mixed_00915.jpg,Mixed,69.96,20.03
data\synthetic_frames\good_00916.jpg,Good,136.24,39.84
data\synthetic_frames\poor_00916.jpg,Poor,22.11,17.2
data\synthetic_frames\mixed_00916.jpg,Mixed,83.48,23.87
data\synthetic_frames\good_00917.jpg,Good,136.69,39.82
data\synthetic_frames\poor_00917.jpg,Poor,44.87,13.19
